player,nationality,position,age,club,league,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net
Artur Serobyan,ARM,MF,20,Casa Pia,Primeira Liga,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Kevin Krygård,NOR,"MF,DF",23,Casa Pia,Primeira Liga,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Rafael Martins,BRA,MF,34,Casa Pia,Primeira Liga,0.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Fahem Benaissa Yahia,FRA,MF,21,Casa Pia,Primeira Liga,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Diogo Pinto,POR,MF,24,Casa Pia,Primeira Liga,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Francisco Kiki,POR,MF,25,Casa Pia,Primeira Liga,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Gonçalo Silva,POR,DF,32,Farense,Primeira Liga,32.0,1,13,5.0,38.5,0.41,0.16,0.08,0.2,15.7,1.0,0,0,1.0,1.0,0.07,0.0,0.0
Ricardo Velho,POR,GK,24,Farense,Primeira Liga,32.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Claudio Falcão,BRA,MF,29,Farense,Primeira Liga,28.9,4,29,8.0,27.6,1.0,0.28,0.14,0.5,14.6,0.0,0,0,3.6,3.6,0.13,0.4,0.4
Marco Matias,POR,"FW,MF",34,Farense,Primeira Liga,25.5,2,41,17.0,41.5,1.61,0.67,0.05,0.12,17.5,0.0,0,0,5.9,5.9,0.14,-3.9,-3.9
David Pastor,BRA,DF,23,Farense,Primeira Liga,27.5,0,6,2.0,33.3,0.22,0.07,0.0,0.0,26.5,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3
Mattheus Oliveira,BRA,MF,29,Farense,Primeira Liga,24.8,5,58,17.0,29.3,2.34,0.69,0.07,0.24,24.8,14.0,1,2,5.1,3.6,0.06,-0.1,0.4
Bruno Duarte,BRA,FW,27,Farense,Primeira Liga,25.1,13,49,20.0,40.8,1.96,0.8,0.18,0.45,15.7,0.0,4,4,9.8,6.7,0.14,3.2,2.3
Bachir Belloumi,ALG,"FW,MF",21,Farense,Primeira Liga,23.0,7,47,23.0,48.9,2.04,1.0,0.15,0.3,18.9,0.0,0,0,4.7,4.7,0.1,2.3,2.3
Talocha,POR,DF,33,Farense,Primeira Liga,22.9,0,13,3.0,23.1,0.57,0.13,0.0,0.0,24.3,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3
Zach Muscat,MLT,DF,29,Farense,Primeira Liga,18.7,2,10,4.0,40.0,0.53,0.21,0.2,0.5,8.3,0.0,0,0,2.2,2.2,0.22,-0.2,-0.2
Fabrício Isidoro,BRA,MF,31,Farense,Primeira Liga,18.5,3,17,7.0,41.2,0.92,0.38,0.18,0.43,23.0,0.0,0,0,1.6,1.6,0.09,1.4,1.4
Facundo Cáseres,ARG,MF,22,Farense,Primeira Liga,12.4,0,2,1.0,50.0,0.16,0.08,0.0,0.0,18.1,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
Igor Rossi Branco,BRA,DF,34,Farense,Primeira Liga,11.3,0,6,1.0,16.7,0.53,0.09,0.0,0.0,12.8,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3
Talys Oliveira,BRA,DF,24,Farense,Primeira Liga,10.9,0,4,1.0,25.0,0.37,0.09,0.0,0.0,24.4,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
Elves Baldé,POR,"FW,MF",23,Farense,Primeira Liga,10.8,1,23,3.0,13.0,2.12,0.28,0.04,0.33,22.3,2.0,0,0,2.0,2.0,0.09,-1.0,-1.0
Rafael Barbosa,POR,"MF,FW",27,Farense,Primeira Liga,9.5,1,18,8.0,44.4,1.89,0.84,0.06,0.13,22.3,0.0,0,0,1.4,1.4,0.08,-0.4,-0.4
Rui Costa,POR,"FW,MF",27,Farense,Primeira Liga,7.8,3,20,7.0,35.0,2.56,0.89,0.15,0.43,22.6,1.0,0,1,2.5,1.7,0.08,0.5,1.3
Vítor Gonçalves,POR,MF,31,Farense,Primeira Liga,7.7,1,7,2.0,28.6,0.91,0.26,0.14,0.5,16.3,0.0,0,0,0.9,0.9,0.13,0.1,0.1
Fran Delgado,ESP,DF,22,Farense,Primeira Liga,5.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Zé Luís,CPV,"FW,MF",32,Farense,Primeira Liga,6.6,2,17,9.0,52.9,2.59,1.37,0.12,0.22,12.5,0.0,0,0,2.1,2.1,0.12,-0.1,-0.1
Artur Jorge Marques Amorim,POR,DF,28,Farense,Primeira Liga,5.5,0,3,1.0,33.3,0.55,0.18,0.0,0.0,9.6,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2
Miguel Carvalho,POR,GK,27,Farense,Primeira Liga,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Cristian Ponde,POR,"MF,FW",28,Farense,Primeira Liga,2.5,1,6,3.0,50.0,2.36,1.18,0.17,0.33,16.7,0.0,0,0,0.8,0.8,0.14,0.2,0.2
André Seruca,POR,MF,22,Farense,Primeira Liga,0.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Jhon Velásquez,COL,"FW,MF",28,Farense,Primeira Liga,0.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Costinha,POR,"MF,DF",23,Rio Ave,Primeira Liga,33.9,3,26,6.0,23.1,0.77,0.18,0.0,0.0,16.4,0.0,3,3,4.7,2.3,0.09,-1.7,-2.3
Aderlan Santos,BRA,DF,34,Rio Ave,Primeira Liga,31.6,3,20,8.0,40.0,0.63,0.25,0.15,0.38,15.2,1.0,0,0,1.3,1.3,0.07,1.7,1.7
Fábio Conceição,POR,"MF,FW",22,Rio Ave,Primeira Liga,28.2,1,29,7.0,24.1,1.03,0.25,0.03,0.14,16.7,0.0,0,0,2.4,2.4,0.08,-1.4,-1.4
Amine Oudrhiri,MAR,MF,30,Rio Ave,Primeira Liga,24.7,1,8,1.0,12.5,0.32,0.04,0.13,1.0,25.4,0.0,0,0,0.3,0.3,0.04,0.7,0.7
Jhonatan,BRA,GK,32,Rio Ave,Primeira Liga,26.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Josué Sá,POR,DF,31,Rio Ave,Primeira Liga,21.8,0,6,1.0,16.7,0.28,0.05,0.0,0.0,18.0,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
Joca,POR,"FW,MF",27,Rio Ave,Primeira Liga,19.0,4,26,13.0,50.0,1.37,0.69,0.15,0.31,22.0,0.0,0,0,2.5,2.5,0.1,1.5,1.5
Emmanuel Boateng,GHA,FW,27,Rio Ave,Primeira Liga,20.7,7,65,22.0,33.8,3.15,1.07,0.11,0.32,14.9,0.0,0,0,9.1,9.1,0.15,-2.1,-2.1
Miguel Nóbrega,POR,DF,23,Rio Ave,Primeira Liga,18.0,1,12,1.0,8.3,0.67,0.06,0.08,1.0,15.5,0.0,0,0,1.5,0.9,0.08,-0.5,0.1
Gonçalo Rodrigues,POR,MF,26,Rio Ave,Primeira Liga,13.7,1,18,5.0,27.8,1.32,0.37,0.06,0.2,22.2,1.0,0,0,1.9,1.9,0.1,-0.9,-0.9
Renato Pantalon,CRO,DF,25,Rio Ave,Primeira Liga,14.9,1,3,1.0,33.3,0.2,0.07,0.33,1.0,9.0,0.0,0,0,0.2,0.2,0.05,0.8,0.8
João Graça,POR,MF,28,Rio Ave,Primeira Liga,13.3,0,7,1.0,14.3,0.53,0.08,0.0,0.0,22.8,0.0,0,0,0.6,0.6,0.09,-0.6,-0.6
Abdul-Aziz Yakubu,GHA,FW,24,Rio Ave,Primeira Liga,12.4,6,14,6.0,42.9,1.13,0.48,0.14,0.33,21.0,0.0,4,4,4.2,1.0,0.07,1.8,1.0
Patrick,BRA,DF,26,Rio Ave,Primeira Liga,12.4,0,15,2.0,13.3,1.21,0.16,0.0,0.0,26.3,3.0,0,0,0.6,0.6,0.04,-0.6,-0.6
Úmaro Embaló,POR,"MF,FW",22,Rio Ave,Primeira Liga,8.8,1,8,1.0,12.5,0.91,0.11,0.13,1.0,22.5,0.0,0,0,0.4,0.4,0.05,0.6,0.6
João Teixeira,POR,"MF,FW",29,Rio Ave,Primeira Liga,8.0,1,10,4.0,40.0,1.25,0.5,0.1,0.25,23.1,2.0,0,0,0.7,0.7,0.07,0.3,0.3
Leonardo Ruíz,COL,FW,27,Rio Ave,Primeira Liga,8.3,2,16,4.0,25.0,1.93,0.48,0.06,0.25,15.1,1.0,1,1,3.9,3.2,0.2,-1.9,-2.2
Magrão,BRA,GK,23,Rio Ave,Primeira Liga,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Mateo Tanlongo,ARG,MF,19,Rio Ave,Primeira Liga,6.8,0,1,0.0,0.0,0.15,0.0,0.0,0.0,30.4,0.0,0,0,0.0,0.0,0.01,0.0,0.0
André Pereira,POR,FW,28,Rio Ave,Primeira Liga,6.5,1,11,3.0,27.3,1.7,0.46,0.09,0.33,15.0,0.0,0,0,1.0,1.0,0.1,0.0,0.0
Marious Vrousai,GRE,"MF,DF",25,Rio Ave,Primeira Liga,7.4,1,18,4.0,22.2,2.44,0.54,0.06,0.25,26.7,4.0,0,0,0.7,0.7,0.04,0.3,0.3
Bruno Ventura,POR,"FW,MF",22,Rio Ave,Primeira Liga,5.8,0,5,1.0,20.0,0.87,0.17,0.0,0.0,22.5,0.0,0,0,0.9,0.9,0.18,-0.9,-0.9
Zé Manuel,POR,"FW,MF",32,Rio Ave,Primeira Liga,6.6,2,11,5.0,45.5,1.68,0.76,0.18,0.4,14.9,0.0,0,0,1.7,1.7,0.15,0.3,0.3
Hernâni Fortes,POR,FW,31,Rio Ave,Primeira Liga,3.8,0,11,1.0,9.1,2.92,0.27,0.0,0.0,19.7,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4
Adrien Silva,POR,MF,34,Rio Ave,Primeira Liga,3.8,0,1,0.0,0.0,0.27,0.0,0.0,0.0,29.6,0.0,0,1,0.8,0.1,0.06,-0.8,-0.1
Savio,BRA,"DF,MF",28,Rio Ave,Primeira Liga,2.8,0,1,0.0,0.0,0.36,0.0,0.0,0.0,27.4,0.0,0,0,0.0,0.0,0.01,0.0,0.0
Vítor Gomes,POR,MF,35,Rio Ave,Primeira Liga,3.6,0,4,1.0,25.0,1.1,0.27,0.0,0.0,29.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Cezary Miszta,POL,GK,21,Rio Ave,Primeira Liga,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Ukra,POR,"FW,MF",35,Rio Ave,Primeira Liga,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Cristian Castro,COL,DF,22,Rio Ave,Primeira Liga,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Helder Sá,POR,"DF,MF",20,Rio Ave,Primeira Liga,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Nuno Namora,POR,"DF,MF",25,Rio Ave,Primeira Liga,0.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Julien Lomboto,FRA,MF,21,Rio Ave,Primeira Liga,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Andrew,BRA,GK,22,Gil Vicente FC,Primeira Liga,32.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Gabriel Pereira,BRA,DF,23,Gil Vicente FC,Primeira Liga,30.9,4,25,9.0,36.0,0.81,0.29,0.16,0.44,12.5,0.0,0,0,2.9,2.9,0.12,1.1,1.1
Rúben Fernandes,POR,DF,37,Gil Vicente FC,Primeira Liga,29.0,1,10,2.0,20.0,0.34,0.07,0.1,0.5,11.8,0.0,0,0,0.7,0.7,0.07,0.3,0.3
Maxime Dominguez,SUI,"MF,FW",27,Gil Vicente FC,Primeira Liga,25.9,6,36,14.0,38.9,1.39,0.54,0.14,0.36,19.2,1.0,1,1,3.8,3.0,0.08,2.2,2.0
Félix Correia,POR,FW,22,Gil Vicente FC,Primeira Liga,24.1,5,37,15.0,40.5,1.54,0.62,0.14,0.33,18.9,1.0,0,0,5.8,5.8,0.16,-0.8,-0.8
Murilo Costa,BRA,FW,28,Gil Vicente FC,Primeira Liga,22.1,4,40,12.0,30.0,1.81,0.54,0.05,0.17,18.3,3.0,2,3,6.2,3.8,0.09,-2.2,-1.8
Leonardo Buta,POR,DF,21,Gil Vicente FC,Primeira Liga,24.3,0,2,1.0,50.0,0.08,0.04,0.0,0.0,23.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Kanya Fujimoto,JPN,MF,24,Gil Vicente FC,Primeira Liga,22.2,3,30,12.0,40.0,1.35,0.54,0.07,0.17,19.0,0.0,1,1,3.5,2.8,0.09,-0.5,-0.8
José Carlos,POR,DF,25,Gil Vicente FC,Primeira Liga,21.4,1,13,3.0,23.1,0.61,0.14,0.08,0.33,23.7,0.0,0,0,0.8,0.8,0.06,0.2,0.2
Mory Gbane,CIV,MF,22,Gil Vicente FC,Primeira Liga,21.2,1,18,6.0,33.3,0.85,0.28,0.06,0.17,16.2,0.0,0,0,1.2,1.2,0.06,-0.2,-0.2
Martim Carvalho,POR,MF,20,Gil Vicente FC,Primeira Liga,20.7,0,15,5.0,33.3,0.72,0.24,0.0,0.0,20.5,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5
Pedro Tiba,POR,MF,34,Gil Vicente FC,Primeira Liga,16.6,3,21,5.0,23.8,1.26,0.3,0.1,0.4,29.1,1.0,1,2,2.2,0.6,0.03,0.8,1.4
Alexandre Pinto,POR,DF,25,Gil Vicente FC,Primeira Liga,11.8,0,3,0.0,0.0,0.25,0.0,0.0,0.0,23.2,0.0,0,0,0.3,0.3,0.09,-0.3,-0.3
Ali Alipour,IRN,FW,27,Gil Vicente FC,Primeira Liga,8.9,2,13,3.0,23.1,1.46,0.34,0.08,0.33,14.4,0.0,1,1,2.7,1.9,0.15,-0.7,-0.9
Roko Baturina,CRO,FW,23,Gil Vicente FC,Primeira Liga,7.9,2,11,5.0,45.5,1.4,0.64,0.18,0.4,13.7,0.0,0,0,1.2,1.2,0.11,0.8,0.8
Tidjany Chabrol,FRA,"FW,MF",21,Gil Vicente FC,Primeira Liga,12.0,3,31,14.0,45.2,2.58,1.17,0.1,0.21,19.1,0.0,0,0,2.1,2.1,0.07,0.9,0.9
Depú,ANG,FW,23,Gil Vicente FC,Primeira Liga,8.6,3,20,10.0,50.0,2.32,1.16,0.15,0.3,9.7,0.0,0,0,4.1,4.1,0.21,-1.1,-1.1
Kiko Vilas Boas,POR,DF,23,Gil Vicente FC,Primeira Liga,6.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Jonathan Buatu Mananga,ANG,DF,29,Gil Vicente FC,Primeira Liga,5.0,1,2,1.0,50.0,0.4,0.2,0.5,1.0,6.6,0.0,0,0,0.4,0.4,0.21,0.6,0.6
Marlon,BRA,"FW,MF",25,Gil Vicente FC,Primeira Liga,4.8,0,6,2.0,33.3,1.25,0.42,0.0,0.0,24.0,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1
Felipe Silva Lipe,BRA,DF,21,Gil Vicente FC,Primeira Liga,3.0,0,1,0.0,0.0,0.33,0.0,0.0,0.0,5.5,0.0,0,0,0.2,0.2,0.2,-0.2,-0.2
Né lopes,POR,DF,23,Gil Vicente FC,Primeira Liga,2.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Jesús Castillo,PER,MF,22,Gil Vicente FC,Primeira Liga,2.7,0,3,3.0,100.0,1.09,1.09,0.0,0.0,26.9,1.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Vinicius Dias,BRA,GK,26,Gil Vicente FC,Primeira Liga,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Miguel Monteiro,POR,FW,20,Gil Vicente FC,Primeira Liga,2.5,1,6,3.0,50.0,2.4,1.2,0.17,0.33,15.3,0.0,0,0,1.0,1.0,0.17,0.0,0.0
Miro,ANG,"FW,MF",20,Gil Vicente FC,Primeira Liga,1.8,0,3,0.0,0.0,1.69,0.0,0.0,0.0,15.5,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
Roan Wilson,CRC,"MF,DF",21,Gil Vicente FC,Primeira Liga,1.4,1,2,1.0,50.0,1.48,0.74,0.5,1.0,8.2,0.0,0,0,1.1,1.1,0.55,-0.1,-0.1
Kazu,BRA,"DF,FW",23,Gil Vicente FC,Primeira Liga,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Afonso Bastardo,POR,"FW,DF",18,Gil Vicente FC,Primeira Liga,0.5,0,2,1.0,50.0,4.29,2.14,0.0,0.0,31.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Thomas Luciano,BRA,DF,21,Gil Vicente FC,Primeira Liga,0.3,1,1,1.0,100.0,3.21,3.21,1.0,1.0,4.7,0.0,0,0,0.1,0.1,0.14,0.9,0.9
André Simões,POR,FW,19,Gil Vicente FC,Primeira Liga,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Rafik Guitane,FRA,"FW,MF",24,Estoril,Primeira Liga,30.1,5,33,8.0,24.2,1.1,0.27,0.15,0.63,20.7,0.0,0,0,2.6,2.6,0.08,2.4,2.4
Bernardo Vital,POR,DF,22,Estoril,Primeira Liga,28.3,1,10,3.0,30.0,0.35,0.11,0.1,0.33,13.4,0.0,0,0,0.5,0.5,0.05,0.5,0.5
Tiago Araújo,POR,"DF,MF",22,Estoril,Primeira Liga,25.0,2,31,9.0,29.0,1.24,0.36,0.06,0.22,22.1,2.0,0,0,1.6,1.6,0.05,0.4,0.4
Rodrigo Gomes,POR,"MF,DF",20,Estoril,Primeira Liga,27.2,7,50,17.0,34.0,1.84,0.63,0.14,0.41,17.0,2.0,0,0,6.4,6.4,0.13,0.6,0.6
Mateus Fernandes,POR,MF,19,Estoril,Primeira Liga,24.8,1,14,6.0,42.9,0.56,0.24,0.07,0.17,27.4,1.0,0,0,0.3,0.3,0.02,0.7,0.7
Marcelo Carné,BRA,GK,33,Estoril,Primeira Liga,22.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
João Marques,POR,"MF,FW",21,Estoril,Primeira Liga,21.9,5,35,20.0,57.1,1.6,0.91,0.14,0.25,19.2,0.0,0,0,4.1,4.1,0.12,0.9,0.9
Pedro Álvaro,POR,DF,23,Estoril,Primeira Liga,19.9,0,9,2.0,22.2,0.45,0.1,0.0,0.0,12.8,0.0,0,0,0.5,0.5,0.06,-0.5,-0.5
Cassiano,BRA,FW,34,Estoril,Primeira Liga,17.9,7,28,15.0,53.6,1.56,0.84,0.21,0.4,14.3,1.0,1,1,6.9,6.1,0.22,0.1,-0.1
Volnei Feltes,BRA,DF,23,Estoril,Primeira Liga,16.4,0,12,4.0,33.3,0.73,0.24,0.0,0.0,22.0,3.0,0,0,0.5,0.5,0.04,-0.5,-0.5
Heriberto Tavares,POR,"FW,MF",26,Estoril,Primeira Liga,13.9,2,26,7.0,26.9,1.87,0.5,0.08,0.29,20.2,0.0,0,0,1.8,1.8,0.07,0.2,0.2
Jordan Holsgrove,SCO,MF,23,Estoril,Primeira Liga,13.0,2,18,7.0,38.9,1.38,0.54,0.11,0.29,28.4,7.0,0,0,0.6,0.6,0.03,1.4,1.4
Alejandro Marqués,VEN,FW,22,Estoril,Primeira Liga,15.1,9,48,17.0,35.4,3.17,1.12,0.17,0.47,14.8,0.0,1,1,7.1,6.3,0.14,1.9,1.7
João Othavio Basso,BRA,DF,26,Estoril,Primeira Liga,13.4,1,9,1.0,11.1,0.67,0.07,0.11,1.0,10.4,0.0,0,0,1.3,1.3,0.15,-0.3,-0.3
Vinícius Zanocelo,BRA,MF,22,Estoril,Primeira Liga,12.4,1,9,1.0,11.1,0.72,0.08,0.11,1.0,18.7,0.0,0,0,0.4,0.4,0.05,0.6,0.6
Daniel Leite,POR,GK,25,Estoril,Primeira Liga,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Eliaquim Mangala,FRA,DF,32,Estoril,Primeira Liga,11.6,1,2,1.0,50.0,0.17,0.09,0.5,1.0,6.3,0.0,0,0,0.9,0.9,0.43,0.1,0.1
Wagner Pina,CPV,"MF,DF",20,Estoril,Primeira Liga,12.2,0,10,2.0,20.0,0.82,0.16,0.0,0.0,14.6,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6
Raúl Parra,ESP,DF,23,Estoril,Primeira Liga,6.3,1,2,2.0,100.0,0.32,0.32,0.5,0.5,20.3,1.0,0,0,0.1,0.1,0.06,0.9,0.9
Koba Koindredi,FRA,MF,21,Estoril,Primeira Liga,6.3,0,5,1.0,20.0,0.8,0.16,0.0,0.0,22.2,1.0,0,0,0.3,0.3,0.05,-0.3,-0.3
Erick Cabaco,URU,DF,28,Estoril,Primeira Liga,3.7,0,4,0.0,0.0,1.07,0.0,0.0,0.0,10.3,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4
Fabrício Garcia,CPV,"FW,MF",22,Estoril,Primeira Liga,3.7,2,9,4.0,44.4,2.46,1.09,0.22,0.5,17.6,1.0,0,0,1.0,1.0,0.11,1.0,1.0
Michel Costa,BRA,MF,21,Estoril,Primeira Liga,3.3,0,2,0.0,0.0,0.6,0.0,0.0,0.0,29.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Mor Ndiaye,SEN,MF,22,Estoril,Primeira Liga,2.8,0,2,1.0,50.0,0.73,0.36,0.0,0.0,6.1,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
Ivan Pavlic,BEL,MF,21,Estoril,Primeira Liga,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Alexandre Miguel Barros Soares,POR,MF,32,Estoril,Primeira Liga,2.8,0,2,0.0,0.0,0.72,0.0,0.0,0.0,25.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0
João Carlos,BRA,"FW,DF",28,Estoril,Primeira Liga,3.5,2,21,7.0,33.3,6.02,2.01,0.1,0.29,17.6,2.0,0,0,1.7,1.7,0.08,0.3,0.3
Frederik Winther,DEN,DF,22,Estoril,Primeira Liga,1.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Nemanja Jović,SRB,MF,20,Estoril,Primeira Liga,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Harouna Sy,FRA,FW,27,Estoril,Primeira Liga,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Rodrigo Martins,POR,"DF,FW",24,Estoril,Primeira Liga,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Leo Cordeiro,BRA,MF,27,Estrela,Primeira Liga,29.0,3,35,9.0,25.7,1.21,0.31,0.09,0.33,21.6,2.0,0,0,2.4,2.4,0.07,0.6,0.6
Léo Jabá,BRA,"FW,MF",24,Estrela,Primeira Liga,24.7,5,43,15.0,34.9,1.74,0.61,0.09,0.27,19.0,0.0,1,1,3.7,2.9,0.07,1.3,1.1
Gaspar,ANG,DF,25,Estrela,Primeira Liga,26.1,1,18,5.0,27.8,0.69,0.19,0.06,0.2,13.1,0.0,0,0,1.3,1.3,0.07,-0.3,-0.3
Bruno Brigido,BRA,GK,32,Estrela,Primeira Liga,26.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Hevertton Santos,BRA,"DF,MF",22,Estrela,Primeira Liga,21.9,0,9,2.0,22.2,0.41,0.09,0.0,0.0,18.4,2.0,0,0,0.9,0.9,0.1,-0.9,-0.9
Aloísio Souza Genézio,BRA,MF,27,Estrela,Primeira Liga,16.6,0,15,4.0,26.7,0.91,0.24,0.0,0.0,24.1,0.0,0,0,0.6,0.6,0.04,-0.6,-0.6
Miguel Lopes,POR,DF,36,Estrela,Primeira Liga,14.7,0,7,0.0,0.0,0.48,0.0,0.0,0.0,13.7,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4
João Reis,POR,"DF,MF",31,Estrela,Primeira Liga,16.1,0,4,0.0,0.0,0.25,0.0,0.0,0.0,26.5,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Ronald,BRA,"MF,FW",22,Estrela,Primeira Liga,14.7,1,21,6.0,28.6,1.43,0.41,0.05,0.17,18.6,0.0,0,0,2.0,2.0,0.1,-1.0,-1.0
Kikas,POR,"FW,MF",24,Estrela,Primeira Liga,17.3,8,44,20.0,45.5,2.54,1.15,0.18,0.4,14.1,0.0,0,0,6.9,6.9,0.16,1.1,1.1
Mansur,BRA,DF,30,Estrela,Primeira Liga,15.6,0,4,0.0,0.0,0.26,0.0,0.0,0.0,6.6,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3
André Inácio,BRA,"FW,MF",21,Estrela,Primeira Liga,13.3,4,38,10.0,26.3,2.85,0.75,0.11,0.4,15.8,0.0,0,0,5.9,5.9,0.15,-1.9,-1.9
Ronaldo Tavares,POR,FW,26,Estrela,Primeira Liga,12.8,3,30,8.0,26.7,2.34,0.62,0.1,0.38,12.5,0.0,0,0,5.9,5.9,0.2,-2.9,-2.9
Joneston Omurwa,KEN,DF,24,Estrela,Primeira Liga,12.7,0,4,2.0,50.0,0.32,0.16,0.0,0.0,7.8,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4
Rúben Lima,POR,"DF,MF",33,Estrela,Primeira Liga,10.3,0,2,0.0,0.0,0.19,0.0,0.0,0.0,15.9,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2
