player,nationality,position,age,club,league,minutes_90s,Y,R,YR,fouls,fouled,offsides,crosses,interceptions,tklw,pens_won,pens_conceded,OG,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Marcel Hartel,GER,"MF,FW",27,St. Pauli,2. Bundesliga,32.9,0,0,0,13,29,8,212,18,10,1,0,0,181,9,23,28.1
Marcel Hoffmeier,GER,DF,24,Paderborn 07,2. Bundesliga,29.1,3,0,0,12,37,0,28,23,24,0,1,0,174,17,23,42.5
Marcel Oakley,ENG,DF,20,Birmingham City,EFL,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Marcel Ruiz,MEX,"MF,FW",22,Toluca,Liga MX,27.8,8,0,0,25,43,2,10,21,46,0,0,0,134,36,29,55.4
Marcel Sobottka,GER,MF,29,Düsseldorf,2. Bundesliga,7.1,3,0,0,9,12,0,2,5,7,0,0,0,45,9,6,60.0
Marcelino Núñez,CHI,MF,23,Norwich City,EFL,25.1,6,0,0,41,15,1,79,10,33,0,0,0,113,16,30,34.8
Marcello Falzerano,ITA,"DF,MF",32,Ascoli,Serie B,26.3,7,0,0,41,35,5,159,28,42,0,0,0,163,15,9,62.5
Marcelo Flores,MEX,"FW,MF",19,UANL,Liga MX,8.6,1,0,0,3,6,1,20,6,11,0,0,0,56,3,9,25.0
Marcelo Silva,URU,DF,33,RSL,MLS,16.0,2,0,0,17,3,0,1,20,10,0,2,0,83,28,21,57.1
Marciano Tchami,GNB,"FW,MF",20,Alcorcón,Segunda Division,3.7,0,0,0,11,3,1,3,3,4,0,0,0,13,13,21,38.2
Marcin Kamiński,POL,DF,31,Schalke 04,2. Bundesliga,29.4,5,0,0,13,5,0,5,27,15,0,0,0,153,69,52,57.0
Marcin Listkowski,POL,"MF,FW",25,Calcio Lecco 1912,Serie B,3.6,0,0,0,6,7,1,2,4,3,0,0,0,23,8,2,80.0
Marco Angulo,ECU,MF,20,FC Cincinnati,MLS,8.7,2,0,0,10,3,1,0,14,15,0,0,0,78,5,13,27.8
Marco Capuano,ITA,DF,31,Ternana,Serie B,25.1,2,1,0,15,14,0,1,26,37,0,0,1,127,76,64,54.3
Marco Curto,ITA,DF,24,Como,Serie B,22.1,7,0,0,46,16,0,22,20,15,1,0,0,106,32,25,56.1
Marco D'Alessandro,ITA,"FW,DF",32,Pisa,Serie B,16.8,3,0,0,20,43,7,57,9,8,0,1,0,53,3,9,25.0
Marco Delle Monache,ITA,"MF,FW",18,Sampdoria,Serie B,1.6,0,0,0,9,4,0,1,1,1,0,0,0,7,1,3,25.0
Marco Esteban,ESP,DF,18,Oviedo,Segunda Division,0.5,0,0,0,1,1,0,0,0,2,0,0,0,1,3,3,50.0
Marco Farfan,USA,DF,24,FC Dallas,MLS,29.8,5,0,0,21,46,2,58,29,26,0,0,0,115,32,40,44.4
Marco Frigerio,ITA,MF,22,Calcio Lecco 1912,Serie B,2.3,1,0,0,6,2,0,0,6,3,0,1,0,12,5,4,55.6
Marco García,MEX,MF,23,Querétaro,Liga MX,3.2,1,0,0,2,0,0,7,1,3,0,0,0,27,1,4,20.0
Marco González,MEX,MF,21,Querétaro,Liga MX,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
Marco Hernández,MEX,MF,18,UNAM,Liga MX,0.3,0,0,0,2,0,0,0,1,0,0,0,0,4,0,0,0.0
Marco Komenda,CRO,DF,26,Holstein Kiel,2. Bundesliga,13.2,1,0,0,18,10,1,7,11,15,0,1,0,50,39,29,57.4
Marco Meyerhöfer,GER,DF,27,Greuther Fürth,2. Bundesliga,12.7,2,0,0,7,15,2,13,11,9,0,0,0,49,6,18,25.0
Marco Modolo,ITA,DF,34,Venezia,Serie B,6.3,0,0,0,7,5,0,0,6,3,0,0,0,25,20,11,64.5
Marco Nasti,ITA,FW,19,Bari,Serie B,24.5,9,0,0,58,27,11,3,2,8,0,0,0,50,32,60,34.8
Marco Oliva,ITA,MF,18,Modena,Serie B,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Marco Olivieri,ITA,"FW,MF",24,Venezia,Serie B,3.7,2,1,1,8,7,1,8,1,0,0,0,0,9,3,16,15.8
Marco Pissardo,ITA,GK,25,Bari,Serie B,5.3,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,100.0
Marco Pledl,GER,MF,22,Paderborn 07,2. Bundesliga,0.7,1,0,0,2,0,0,4,0,1,0,0,0,1,0,0,0.0
Marco Pompetti,ITA,MF,23,Catanzaro,Serie B,15.6,3,0,0,15,12,0,47,16,13,0,0,0,84,6,8,42.9
Marco Richter,GER,"MF,FW",25,Hertha BSC,2. Bundesliga,2.8,1,0,0,3,4,0,17,2,2,0,0,0,17,2,6,25.0
Marco Sala,ITA,"DF,MF",24,Como,Serie B,20.4,2,0,0,21,12,1,58,23,31,0,0,0,93,21,14,60.0
Marco Sangalli,ESP,"DF,FW",32,Racing Sant,Segunda Division,15.1,11,1,0,31,28,2,22,18,29,1,0,0,85,23,25,47.9
Marco Sau,ITA,"FW,MF",35,FeralpiSalò,Serie B,2.6,0,0,0,2,6,0,2,1,1,0,0,0,10,1,2,33.3
Marco Schuster,GER,"DF,MF",27,Paderborn 07,2. Bundesliga,7.4,1,0,0,2,4,0,6,9,8,0,0,0,36,13,7,65.0
Marco Thiede,GER,DF,31,Karlsruher,2. Bundesliga,7.0,1,0,0,8,8,0,13,2,8,0,0,0,44,6,8,42.9
Marcos André,BRA,FW,27,Valladolid,Segunda Division,6.2,4,0,0,13,7,1,0,1,2,0,0,0,18,17,25,40.5
Marcos Luna,ESP,DF,21,Zaragoza,Segunda Division,1.9,0,0,0,1,3,0,10,3,3,0,0,0,7,4,1,80.0
Marcos Navarro,ESP,DF,20,Levante,Segunda Division,0.6,0,0,0,0,3,0,1,1,2,0,0,0,5,1,3,25.0
Marcos Sánchez,ESP,DF,20,Villarreal B,Segunda Division,0.5,1,0,0,2,0,0,0,0,1,0,1,0,2,0,1,0.0
Marcus Forss,FIN,FW,24,Middlesbrough,EFL,12.4,2,0,0,19,4,7,19,7,11,0,0,0,23,9,20,31.0
Marcus Harness,ENG,"FW,MF",27,Ipswich Town,EFL,10.9,2,0,0,28,8,1,21,8,19,0,0,0,58,15,29,34.1
Marcus Mathisen,DEN,DF,27,Wehen,2. Bundesliga,30.4,8,0,0,29,7,1,5,48,39,0,0,0,145,90,49,64.7
Maren Haile-Selassie,SUI,"FW,DF",23,Fire,MLS,21.2,1,0,0,14,16,12,61,18,19,0,0,1,107,2,15,11.8
Marin Šverko,CRO,DF,25,Venezia,Serie B,27.5,9,1,1,31,43,1,10,32,28,0,1,0,134,59,41,59.0
Marino Hinestroza,COL,"MF,FW",21,Pachuca,Liga MX,7.7,1,0,0,9,16,2,21,3,6,1,0,0,44,3,9,25.0
Marinos Tzionis,CYP,"FW,MF",21,Sporting KC,MLS,8.1,0,0,0,11,19,2,13,3,11,0,0,0,31,3,10,23.1
Mario García,ESP,DF,20,Racing Sant,Segunda Division,14.8,5,0,0,22,14,1,66,22,14,0,0,0,41,17,19,47.2
Mario Gargiulo,ITA,MF,27,Modena,Serie B,0.6,1,0,0,2,1,0,3,2,1,0,0,0,3,1,2,33.3
Mario Gaspar,ESP,"DF,MF",33,Elche,Segunda Division,30.0,7,1,0,29,11,1,18,33,24,0,0,0,99,76,70,52.1
Mario González,ESP,FW,28,Sporting Gijón,Segunda Division,9.4,2,0,0,7,12,9,0,0,5,0,0,0,17,22,23,48.9
Mario González,ESP,FW,26,LAFC,MLS,4.3,0,0,0,3,2,1,0,0,0,0,0,0,4,4,7,36.4
Mario Hernández,ESP,DF,25,Oviedo,Segunda Division,2.3,1,0,0,3,1,0,19,0,3,0,0,0,13,3,0,100.0
Mario Ierardi,ITA,DF,25,Calcio Lecco 1912,Serie B,7.7,2,0,0,10,1,0,3,6,10,0,1,0,22,22,17,56.4
Mario Osuna,MEX,"MF,FW",34,FC Juárez,Liga MX,3.1,2,0,0,8,2,0,0,5,4,0,0,0,22,2,5,28.6
Mario Sampirisi,ITA,DF,30,Reggiana,Serie B,23.6,3,0,0,20,20,2,17,24,11,0,1,0,122,42,16,72.4
Mario Sesé,ESP,"MF,DF",21,Oviedo,Segunda Division,1.0,0,0,0,2,1,0,5,0,1,0,0,0,3,3,3,50.0
Mario Soriano,ESP,MF,22,Eibar,Segunda Division,33.7,4,0,0,31,28,1,15,10,28,0,0,0,149,9,23,28.1
Mario Šitum,CRO,DF,31,Catanzaro,Serie B,22.4,5,0,0,16,44,0,80,21,12,0,0,0,118,14,16,46.7
Marius Courcoul,FRA,MF,16,Angers,Ligue 2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0
Marius Gersbeck,GER,GK,28,Hertha BSC,2. Bundesliga,4.0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0
Marius Marin,ROU,MF,24,Pisa,Serie B,31.0,13,1,0,61,35,1,35,33,52,0,0,1,195,17,22,43.6
Marius Müller,GER,GK,30,Schalke 04,2. Bundesliga,20.5,1,0,0,0,2,0,0,1,0,0,0,0,33,7,1,87.5
Marius Noubissi,CMR,"FW,DF",26,Valenciennes,Ligue 2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,42.9
Marius Ros,FRA,"DF,MF",21,Pau FC,Ligue 2,0.2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0.0
Mark McGuinness,IRL,DF,22,Cardiff City,EFL,28.8,2,0,0,12,11,0,2,38,19,0,1,0,108,76,35,68.5
Mark Sykes,IRL,"FW,MF",25,Bristol City,EFL,28.7,3,0,0,21,39,5,73,20,23,1,0,0,153,28,39,41.8
Mark Travers,IRL,GK,24,Stoke City,EFL,13.0,0,0,0,0,2,0,0,0,0,0,0,0,10,1,0,100.0
Mark-Anthony Kaye,CAN,MF,28,NE Revolution,MLS,8.7,1,0,0,11,9,2,0,11,16,0,0,0,69,10,5,66.7
Mark-Anthony Kaye,CAN,MF,28,Toronto FC,MLS,20.4,4,0,0,33,29,1,5,28,54,0,0,0,163,27,14,65.9
Marko Ilić,SRB,GK,24,Rapids,MLS,13.0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,100.0
Marko Ivezić,SRB,"DF,MF",21,Holstein Kiel,2. Bundesliga,21.1,4,0,0,39,11,0,1,28,25,0,0,0,104,24,34,41.4
Marko Pajač,CRO,DF,30,Reggiana,Serie B,3.6,0,0,0,4,5,0,39,4,2,0,0,0,22,0,3,0.0
Markus Kolke,GER,GK,32,Hansa Rostock,2. Bundesliga,32.7,3,1,0,1,3,0,1,0,0,0,0,0,43,7,2,77.8
Marky Delgado,USA,MF,27,LA Galaxy,MLS,25.7,6,0,0,31,23,2,49,36,33,0,0,0,163,14,16,46.7
Marlon Mustapha,AUT,FW,22,Como,Serie B,2.0,2,0,0,7,4,1,1,1,3,0,1,0,4,2,3,40.0
Marlon Mustapha,AUT,FW,22,Düsseldorf,2. Bundesliga,3.3,1,0,0,9,7,2,1,1,2,0,0,0,6,2,9,18.2
Marlon Ritter,GER,"MF,FW",28,Kaiserslautern,2. Bundesliga,26.1,7,0,0,17,46,0,101,11,12,0,0,0,113,5,13,27.8
Marlon Vargas,SLV,MF,22,Rapids,MLS,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Marten Winkler,GER,FW,20,Hertha BSC,2. Bundesliga,17.2,7,0,0,33,34,1,46,10,17,0,0,0,58,17,20,45.9
Martin Adeline,FRA,MF,19,Annecy,Ligue 2,17.7,7,0,0,35,28,0,10,18,22,1,0,0,147,38,42,47.5
Martin Angha,SUI,DF,29,Wehen,2. Bundesliga,22.4,8,1,1,27,17,2,17,16,27,0,2,0,80,38,41,48.1
Martin Braithwaite,DEN,FW,33,Espanyol,Segunda Division,37.1,4,0,0,44,60,17,22,6,9,2,0,0,82,71,84,45.8
Martin Ens,GER,DF,21,Paderborn 07,2. Bundesliga,3.5,1,1,0,5,1,0,0,2,0,0,0,0,18,2,5,28.6
Martí Vilà,ESP,DF,25,FC Andorra,Segunda Division,6.9,2,0,0,12,3,2,22,8,10,0,0,0,27,3,10,23.1
Martín Barragán,MEX,FW,32,Puebla,Liga MX,13.6,3,0,0,21,19,11,3,3,3,0,0,0,29,34,43,44.2
Martín Cáceres,URU,DF,35,LA Galaxy,MLS,14.5,3,1,1,6,6,0,0,10,3,0,1,0,61,16,18,47.1
Martín Ojeda,ARG,"FW,MF",24,Orlando City,MLS,19.5,0,0,0,12,10,3,91,13,17,0,0,0,82,7,16,30.4
Martín Río,ARG,"MF,FW",22,Querétaro,Liga MX,0.6,2,1,1,4,1,0,0,2,1,0,0,0,4,1,2,33.3
Marvin Baudry,CGO,DF,33,Stade Laval,Ligue 2,25.2,5,0,0,37,15,0,0,16,22,0,0,0,103,65,42,60.7
Marvin De Lima,FRA,"DF,FW",19,Bordeaux,Ligue 2,6.3,2,0,0,9,11,0,31,4,3,1,0,0,33,2,6,25.0
Marvin Johnson,ENG,"DF,MF",32,Sheffield Weds,EFL,26.2,6,0,0,20,35,1,129,35,27,0,0,0,150,22,20,52.4
Marvin Loría,CRC,"FW,MF",25,Portland Timbers,MLS,8.4,3,0,0,8,8,2,26,13,5,0,0,0,33,4,12,25.0
Marvin Schulz,GER,"DF,MF",28,Holstein Kiel,2. Bundesliga,14.7,5,1,1,18,6,0,49,16,31,0,0,0,103,9,6,60.0
Marvin Wanitzek,GER,"MF,FW",30,Karlsruher,2. Bundesliga,31.4,6,0,0,18,52,8,101,24,32,1,0,1,160,61,58,51.3
Marvin-Lee Rittmüller,GER,"DF,FW",24,Braunschweig,2. Bundesliga,22.4,2,0,0,11,20,0,66,10,14,0,0,0,98,14,4,77.8
Masaya Okugawa,JPN,"FW,DF",27,Hamburger SV,2. Bundesliga,1.2,0,0,0,0,2,0,1,1,3,1,0,0,11,1,5,16.7
Mascarenhas,POR,"FW,MF",24,Oviedo,Segunda Division,16.3,4,0,0,28,27,7,25,2,12,0,0,0,50,34,42,44.7
Mason Burstow,ENG,FW,19,Sunderland,EFL,9.9,3,0,0,12,7,4,2,0,3,1,0,0,21,11,34,24.4
Mason Holgate,ENG,DF,26,Southampton,EFL,3.2,1,0,0,2,3,0,2,6,6,0,0,0,11,7,3,70.0
Mason Stajduhar,USA,GK,25,Orlando City,MLS,4.0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,100.0
Mason Toye,USA,FW,24,CF Montréal,MLS,7.5,0,0,0,6,5,3,10,2,1,0,0,0,10,8,5,61.5
Massimiliano Mangraviti,ITA,DF,25,Brescia,Serie B,23.3,1,0,0,14,14,2,26,9,12,0,0,0,83,52,32,61.9
Massimo Bertagnoli,ITA,MF,24,Brescia,Serie B,16.9,5,0,0,25,25,0,27,22,31,0,1,0,84,16,29,35.6
Massimo Coda,ITA,FW,34,Cremonese,Serie B,26.4,2,0,0,26,7,14,23,4,6,0,0,0,57,49,77,38.9
Massimo Luongo,AUS,MF,30,Ipswich Town,EFL,35.1,11,0,0,64,59,0,25,54,65,0,0,0,224,34,19,64.2
Massimo Zilli,ITA,FW,21,Cosenza,Serie B,1.2,0,0,0,4,1,0,1,0,0,0,0,0,2,9,10,47.4
Matai Akinmboni,USA,DF,16,D.C. United,MLS,2.0,0,0,0,1,1,0,1,1,1,0,1,0,8,3,1,75.0
Mateo Chávez,MEX,DF,19,Guadalajara,Liga MX,8.3,3,0,0,19,6,0,21,13,30,1,0,0,36,11,5,68.8
Mateo García,ARG,"MF,FW",26,Atlas,Liga MX,16.4,2,2,0,13,29,1,38,8,27,1,0,0,109,10,11,47.6
Mateo Joseph,ESP,"FW,MF",19,Leeds United,EFL,2.6,1,0,0,9,3,0,0,1,1,0,0,0,12,6,14,30.0
Mateo Klimowicz,GER,"FW,MF",23,Atlético,Liga MX,14.3,6,0,0,20,18,3,10,7,22,0,0,0,63,2,8,20.0
Mateo Levy,MEX,"FW,MF",16,Cruz Azul,Liga MX,1.3,0,0,0,3,4,0,2,0,2,0,0,0,2,1,6,14.3
Mateo Vázquez,MEX,DF,20,UNAM,Liga MX,1.4,1,0,0,2,1,0,0,1,0,0,1,0,1,3,5,37.5
Mateusz Bogusz,POL,"MF,FW",21,LAFC,MLS,19.3,6,0,0,40,44,5,75,6,24,0,0,0,107,8,15,34.8
Mateusz Klich,POL,"MF,FW",32,D.C. United,MLS,30.2,11,1,1,41,30,8,184,14,36,0,0,0,180,5,7,41.7
Mateusz Praszelik,POL,MF,22,Cosenza,Serie B,18.1,12,1,1,28,34,0,29,19,15,0,0,0,106,18,25,41.9
Matheo Raab,GER,GK,24,Hamburger SV,2. Bundesliga,14.0,0,0,0,2,2,0,0,0,0,0,1,0,25,2,0,100.0
Matheus Aiás,BRA,MF,27,Racing Sant,Segunda Division,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Matheus Martins,BRA,"FW,MF",20,Watford,EFL,19.6,3,0,0,17,40,4,66,7,21,0,0,0,90,8,24,25.0
Matheus Pereira da Silva,BRA,MF,26,Eibar,Segunda Division,37.5,11,0,0,48,40,0,75,42,27,0,1,0,228,33,41,44.6
Matheus Rossetto,BRA,MF,26,Atlanta Utd,MLS,20.3,4,0,0,25,7,1,3,17,32,1,0,0,145,9,13,40.9
Mathias Autret,FRA,"MF,FW",32,Caen,Ligue 2,22.4,1,0,0,24,11,3,165,17,19,0,0,0,139,10,22,31.3
Mathias De Amorim,FRA,MF,18,Bordeaux,Ligue 2,1.5,0,1,0,6,9,0,1,2,3,0,0,0,17,0,1,0.0
Mathias Oyewusi,NGA,"FW,MF",24,Valenciennes,Ligue 2,7.9,2,0,0,27,11,8,5,3,3,0,0,0,14,17,23,42.5
Mathieu Cafaro,FRA,"MF,FW",26,Saint-Étienne,Ligue 2,26.6,5,0,0,41,52,6,192,18,21,3,0,0,112,5,12,29.4
Mathieu Choiniere,CAN,"MF,DF",23,CF Montréal,MLS,27.0,4,0,0,36,45,2,119,26,38,0,0,0,149,12,25,32.4
Mathieu Michel,FRA,GK,31,Ajaccio,Ligue 2,21.0,2,0,0,0,3,0,0,0,0,0,0,0,20,3,0,100.0
Mathis Amougou,FRA,MF,17,Saint-Étienne,Ligue 2,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Mathis Hamdi,FRA,DF,19,Troyes,Ligue 2,1.9,0,0,0,3,1,1,5,4,5,0,0,0,16,3,4,42.9
Mathis Lachuer,FRA,MF,23,CD Mirandés,Segunda Division,12.8,6,1,1,21,23,0,37,10,17,0,0,0,60,10,23,30.3
Mathis Touho,FRA,"MF,FW",18,Amiens,Ligue 2,1.6,0,0,0,1,3,0,5,1,2,0,0,0,8,2,3,40.0
Mathys Angély,FRA,DF,16,Bordeaux,Ligue 2,1.3,0,0,0,0,3,0,0,1,4,0,0,0,12,1,5,16.7
Mathys Tourraine,FRA,DF,22,Grenoble,Ligue 2,26.6,3,0,0,23,29,3,78,53,67,0,0,0,240,12,37,24.5
Mathías Laborda,URU,DF,23,Vancouver W'caps,MLS,17.1,8,1,1,23,7,2,24,23,23,0,0,0,85,41,20,67.2
Matias Antonini Lui,BRA,DF,25,Catanzaro,Serie B,12.8,1,0,0,17,4,1,0,10,4,0,0,0,48,54,17,76.1
Matija Šarkić,MNE,GK,26,Millwall,EFL,32.0,2,0,0,1,0,0,0,1,0,0,1,0,39,5,0,100.0
Matko Miljevic,USA,"MF,FW",21,CF Montréal,MLS,1.5,2,0,0,4,3,0,15,1,1,0,0,0,18,1,4,20.0
Mato Jajalo,BIH,MF,35,Venezia,Serie B,3.4,2,0,0,9,7,0,2,6,6,0,0,0,27,6,6,50.0
Mats Lemmens,BEL,DF,21,Calcio Lecco 1912,Serie B,12.9,8,1,1,26,11,0,19,21,26,0,1,0,58,16,14,53.3
Mats Møller Dæhli,NOR,MF,28,Nürnberg,2. Bundesliga,4.4,2,0,0,3,5,0,19,4,5,0,0,0,33,0,7,0.0
Matt Butcher,ENG,MF,26,Plymouth Argyle,EFL,3.8,1,0,0,4,2,0,1,4,1,0,0,1,16,4,5,44.4
Matt Crooks,ENG,"MF,FW",29,Middlesbrough,EFL,17.0,5,0,0,29,9,7,9,11,15,0,0,0,59,24,28,46.2
Matt Freese,USA,GK,24,NYCFC,MLS,10.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0
Matt Grimes,ENG,MF,28,Swansea City,EFL,46.0,5,0,0,29,38,1,103,38,46,0,0,0,294,41,37,52.6
Matt Hedges,USA,DF,32,Austin,MLS,3.4,0,0,0,1,1,0,0,3,1,0,0,0,18,11,8,57.9
Matt Hedges,USA,DF,32,Toronto FC,MLS,11.9,3,0,0,8,7,1,0,18,11,0,0,0,61,18,18,50.0
Matt Ingram,ENG,GK,29,Hull City,EFL,9.1,1,0,0,0,2,0,0,0,0,0,0,0,6,2,0,100.0
Matt Miazga,USA,DF,27,FC Cincinnati,MLS,26.5,9,0,0,19,22,1,1,36,17,0,1,0,114,79,28,73.8
Matt Nocita,USA,DF,22,NY Red Bulls,MLS,0.3,0,0,0,1,0,0,1,2,2,0,0,0,4,1,1,50.0
Matt Phillips,SCO,"DF,FW",32,West Brom,EFL,17.0,3,0,0,12,10,3,83,14,13,0,0,0,79,14,21,40.0
Matt Polster,USA,"MF,DF",29,NE Revolution,MLS,30.4,9,0,0,49,19,2,7,45,30,1,0,0,230,32,18,64.0
Matteo Angeli,ITA,DF,20,Cittadella,Serie B,13.3,6,1,1,22,20,0,3,20,20,0,0,0,54,53,41,56.4
Matteo Battistini,ITA,DF,29,Calcio Lecco 1912,Serie B,7.8,2,0,0,12,2,0,3,14,9,0,0,0,43,16,21,43.2
Matteo Bianchetti,ITA,DF,30,Cremonese,Serie B,30.5,9,0,0,44,29,0,13,32,20,1,0,0,118,91,56,61.9
Matteo Brunori,ITA,FW,28,Palermo,Serie B,33.2,5,0,0,46,48,24,39,1,9,2,0,0,57,18,50,26.5
Matteo Cotali,ITA,DF,26,Modena,Serie B,18.6,7,0,0,36,29,0,26,27,15,1,0,0,78,16,12,57.1
Matteo Ferro,ITA,"MF,FW",19,Brescia,Serie B,1.5,1,0,0,5,2,0,2,0,0,0,0,0,11,2,6,25.0
Matteo Ricci,ITA,MF,29,Sampdoria,Serie B,7.9,3,0,0,10,7,0,21,6,9,0,1,0,43,3,5,37.5
Matteo Rover,ITA,"MF,FW",24,Südtirol,Serie B,8.2,2,0,0,11,8,0,19,7,6,0,0,0,47,11,9,55.0
Matteo Solini,ITA,DF,30,Como,Serie B,2.0,0,0,0,0,0,0,0,4,0,0,0,0,13,3,9,25.0
Matteo Stoppa,ITA,FW,22,Sampdoria,Serie B,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Matteo Stoppa,ITA,"MF,FW",22,Catanzaro,Serie B,7.3,3,0,0,7,32,1,17,0,3,0,0,0,26,3,9,25.0
Mattes Hansen,GER,MF,19,Paderborn 07,2. Bundesliga,13.1,2,0,0,16,7,0,8,16,15,0,0,0,60,21,14,60.0
Matthew Clarke,ENG,DF,26,Middlesbrough,EFL,20.2,2,0,0,13,19,0,4,35,23,0,1,0,107,66,25,72.5
Matthew Godden,ENG,FW,32,Coventry City,EFL,22.7,2,0,0,12,14,16,13,3,7,0,0,0,49,40,71,36.0
Matthew Hoppe,USA,"FW,MF",21,SJ Earthquakes,MLS,4.7,0,0,0,5,2,2,13,1,5,0,0,0,28,1,1,50.0
Matthew Pollock,ENG,DF,21,Watford,EFL,10.7,3,0,0,13,10,1,4,15,11,0,0,0,38,38,26,59.4
Matthew Real,USA,"DF,MF",23,Philadelphia,MLS,5.5,1,0,0,10,6,0,10,3,7,0,0,0,45,6,5,54.5
Matthew Sorinola,ENG,"DF,MF",22,Plymouth Argyle,EFL,5.8,2,0,0,9,15,0,22,2,6,0,0,0,24,4,14,22.2
Matthias Braunöder,AUT,MF,21,Como,Serie B,9.7,1,0,0,12,16,0,18,12,7,0,0,0,45,15,14,51.7
Matthias Zimmermann,GER,DF,31,Düsseldorf,2. Bundesliga,23.3,3,1,1,19,17,1,62,29,39,0,0,0,118,24,22,52.2
Matthieu Huard,FRA,"DF,MF",25,Brescia,Serie B,8.4,4,1,1,16,14,1,48,8,9,0,0,0,39,11,16,40.7
Matthis Riou,FRA,DF,22,Guingamp,Ligue 2,11.5,0,0,0,6,2,1,1,23,6,0,0,0,72,16,11,59.3
Matthéo Xantippe,FRA,DF,21,Grenoble,Ligue 2,8.8,3,0,0,15,6,1,16,17,16,1,0,0,46,6,12,33.3
Mattia Aramu,ITA,"MF,FW",28,Bari,Serie B,9.7,0,0,0,12,34,1,61,6,7,0,0,0,34,7,15,31.8
Mattia Compagnon,ITA,FW,21,FeralpiSalò,Serie B,17.4,4,0,0,26,34,6,27,6,1,0,0,0,47,13,32,28.9
Mattia Felici,ITA,"DF,FW",22,FeralpiSalò,Serie B,29.5,7,1,1,36,44,3,102,22,27,0,1,0,164,19,12,61.3
Mattia Maita,ITA,MF,30,Bari,Serie B,20.7,4,1,0,53,26,1,18,19,37,0,0,0,114,15,21,41.7
Mattia Proietti,ITA,MF,31,Ternana,Serie B,1.3,1,0,0,2,1,0,1,3,1,0,1,0,7,2,1,66.7
Mattia Sala,ITA,FW,18,Pisa,Serie B,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0
Mattia Tonetto,ITA,"DF,FW",22,FeralpiSalò,Serie B,8.7,1,0,0,15,10,0,38,14,22,0,0,0,48,13,5,72.2
Mattia Tordini,ITA,"FW,MF",21,Calcio Lecco 1912,Serie B,2.1,3,0,0,6,7,0,2,0,1,0,0,0,12,4,9,30.8
Mattia Valoti,ITA,"MF,FW",29,Pisa,Serie B,23.4,6,1,1,39,37,1,27,13,26,1,0,0,91,33,34,49.3
Mattia Viviani,ITA,MF,22,Cosenza,Serie B,5.0,4,0,0,21,6,0,2,5,11,0,1,0,28,2,8,20.0
Mattia Zennaro,ITA,MF,22,FeralpiSalò,Serie B,17.4,4,0,0,30,25,1,17,16,20,1,0,0,124,12,27,30.8
Matty Jacob,ENG,DF,22,Hull City,EFL,8.9,3,0,0,12,5,0,10,9,13,0,0,0,24,22,24,47.8
Matty James,ENG,MF,32,Bristol City,EFL,32.1,0,0,0,22,13,0,29,29,31,1,0,0,156,24,26,48.0
Matty Pearson,ENG,DF,29,Huddersfield,EFL,36.0,5,0,0,40,31,5,19,39,28,0,1,1,152,101,81,55.5
Mattéo Tramoni,FRA,"MF,FW",23,Pisa,Serie B,2.9,0,0,0,6,4,0,8,5,6,0,0,0,17,6,3,66.7
Matéo Loubatieres,FRA,MF,19,Bastia,Ligue 2,2.0,0,0,0,6,2,0,7,0,2,0,0,0,11,3,1,75.0
Matías Dituro,ARG,GK,37,Elche,Segunda Division,21.0,1,0,0,0,2,0,0,1,0,0,0,0,28,5,0,100.0
Matías Pellegrini,ARG,"FW,MF",22,NYCFC,MLS,12.8,8,0,0,22,21,4,38,7,15,0,0,0,58,13,17,43.3
Maurice Multhaup,GER,"FW,DF",26,Braunschweig,2. Bundesliga,3.6,0,0,0,9,7,2,13,1,1,0,0,0,12,2,10,16.7
Maurice Neubauer,GER,DF,27,Elversberg,2. Bundesliga,30.0,4,0,0,28,18,3,86,35,41,0,0,0,154,17,40,29.8
Mauricio Cuevas,USA,DF,19,LA Galaxy,MLS,4.7,2,0,0,8,5,0,19,5,5,0,0,0,26,3,4,42.9
Mauricio Isais,MEX,DF,22,Toluca,Liga MX,7.1,1,0,0,8,4,2,14,7,8,0,0,0,28,11,12,47.8
Mauricio Pereyra,URU,MF,32,Orlando City,MLS,23.5,3,0,0,30,41,1,68,11,28,0,0,0,102,7,22,24.1
