player,nationality,position,age,club,league,minutes_90s,passes,passes_live,passes_dead,passes_fk,through_balls,passes_switches,crosses,throw_ins,CK,CK_in,CK_out,CK_s,passes_completed,passes_offside,passes_blocked
Jorge Eduardo Recalde,PAR,FW,30,Newell's OB,Primera Division,20.4,477,462,13,0,1,6,5,0,0,0,0,0,353,2,12
Iván Gómez,ARG,MF,25,Newell's OB,Primera Division,19.5,794,769,25,10,1,4,10,7,0,0,0,0,649,0,24
Jherson Mosquera,COL,DF,23,Newell's OB,Primera Division,18.9,1029,814,215,23,0,2,21,192,0,0,0,0,832,0,19
Gustavo Velásquez,PAR,DF,31,Newell's OB,Primera Division,17.6,1061,1018,41,33,1,9,0,5,0,0,0,0,883,2,13
Cristian Ferreira,ARG,MF,23,Newell's OB,Primera Division,17.0,734,632,98,46,6,6,65,5,39,16,20,0,549,4,22
Ramiro Sordo,ARG,"FW,MF",22,Newell's OB,Primera Division,16.4,505,446,56,16,1,11,86,8,32,9,18,0,304,3,33
Willer Ditta,COL,DF,26,Newell's OB,Primera Division,16.2,1041,1002,36,25,1,14,2,7,0,0,0,0,905,3,5
Bruno Pittón,ARG,DF,29,Newell's OB,Primera Division,15.4,831,655,175,16,1,2,27,157,2,1,1,0,643,1,24
Brian Aguirre,ARG,FW,19,Newell's OB,Primera Division,14.8,388,350,37,6,1,6,75,9,22,13,5,0,233,1,24
Guillermo Ortiz,ARG,DF,30,Newell's OB,Primera Division,12.9,830,798,31,22,0,4,0,6,0,0,0,0,721,1,7
Zahir Mansilla,ARG,DF,23,Newell's OB,Primera Division,11.1,813,774,37,24,0,12,0,11,0,0,0,0,706,2,3
Marcos Portillo,ARG,"MF,FW",23,Newell's OB,Primera Division,10.4,598,562,35,13,5,10,36,2,17,4,8,0,421,1,14
Angelo Martino,ARG,"DF,MF",24,Newell's OB,Primera Division,8.6,432,346,85,5,0,1,17,80,0,0,0,0,334,1,16
Armando Méndez,URU,"DF,MF",26,Newell's OB,Primera Division,7.8,340,264,76,4,0,0,26,72,0,0,0,0,249,0,9
Jeremías Pérez Tica,ARG,FW,19,Newell's OB,Primera Division,8.1,218,213,4,0,1,2,11,2,0,0,0,0,164,1,10
Djorkaeff Reasco,ECU,"FW,MF",24,Newell's OB,Primera Division,7.4,124,120,1,0,0,0,2,0,0,0,0,0,71,3,10
Lisandro Montenegro,ARG,MF,19,Newell's OB,Primera Division,6.8,316,302,12,0,0,4,14,2,6,0,1,0,235,2,6
Jony,ARG,"FW,MF",28,Newell's OB,Primera Division,4.2,112,105,7,0,1,0,14,3,4,1,3,0,84,0,0
Pablo Pérez,ARG,MF,37,Newell's OB,Primera Division,4.3,229,225,3,3,1,4,1,0,0,0,0,0,174,1,5
Guillermo Balzi,ARG,"MF,FW",21,Newell's OB,Primera Division,2.1,66,60,5,3,0,1,4,0,1,0,0,0,46,1,1
Francisco González,ARG,"FW,MF",21,Newell's OB,Primera Division,1.7,33,27,6,2,0,0,10,2,2,0,2,0,16,0,3
Justo Giani,ARG,"MF,FW",23,Newell's OB,Primera Division,1.3,46,37,9,1,1,1,2,8,0,0,0,0,28,0,3
David Sotelo,ARG,MF,19,Newell's OB,Primera Division,1.1,63,56,7,3,0,1,3,0,2,1,0,1,58,0,0
Ian Glavinovich,ARG,DF,21,Newell's OB,Primera Division,1.0,69,69,0,0,0,0,0,0,0,0,0,0,59,0,0
Leonel Vangioni,ARG,DF,35,Newell's OB,Primera Division,1.0,54,47,7,1,0,0,7,6,0,0,0,0,39,0,1
Genaro Rossi,ARG,FW,20,Newell's OB,Primera Division,0.6,4,3,1,0,0,0,0,0,0,0,0,0,1,0,1
Julián Contrera,ARG,"FW,MF",19,Newell's OB,Primera Division,0.7,34,34,0,0,0,0,7,0,0,0,0,0,22,0,4
Nazareno Funez,ARG,"FW,MF",21,Newell's OB,Primera Division,0.4,6,5,1,0,0,0,0,0,0,0,0,0,4,0,0
Fabrizio Sartori,ARG,FW,20,Newell's OB,Primera Division,0.1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0
Marcelo Esponda,ARG,MF,20,Newell's OB,Primera Division,0.1,10,10,0,0,0,0,1,0,0,0,0,0,7,0,0
Iván Tapia,ARG,MF,24,Barracas Central,Primera Division,26.8,1346,1106,236,122,3,16,159,21,93,39,36,0,963,4,34
Francisco Álvarez,ARG,DF,22,Barracas Central,Primera Division,25.0,963,906,57,56,1,8,0,1,0,0,0,0,737,0,8
Andrés Desábato,ARG,GK,32,Barracas Central,Primera Division,24.0,766,483,283,89,0,0,0,0,0,0,0,0,480,0,0
Bruno Sepúlveda,ARG,FW,30,Barracas Central,Primera Division,21.9,498,449,47,2,4,1,12,3,0,0,0,0,337,2,25
Facundo Mater,ARG,"MF,DF",24,Barracas Central,Primera Division,20.9,741,660,81,6,4,0,19,75,0,0,0,0,489,0,42
Mauro Peinipil,ARG,"DF,MF",23,Barracas Central,Primera Division,19.9,869,682,185,11,0,7,63,174,0,0,0,0,544,2,34
Juan Ignacio Díaz,ARG,DF,24,Barracas Central,Primera Division,19.4,911,775,136,29,1,9,16,106,0,0,0,0,635,0,17
Carlos Arce,ARG,MF,32,Barracas Central,Primera Division,16.5,685,670,13,12,0,2,1,1,0,0,0,0,486,2,16
Brian Calderara,ARG,"MF,DF",24,Barracas Central,Primera Division,15.9,431,375,53,2,5,6,46,40,7,0,0,0,278,3,20
Nicolás Capraro,ARG,DF,24,Barracas Central,Primera Division,16.8,686,644,40,29,0,10,3,11,0,0,0,0,477,2,10
Rodrigo Insúa,ARG,DF,25,Barracas Central,Primera Division,15.6,685,505,175,20,0,4,63,149,4,1,3,0,424,5,28
Rodrigo Herrera,ARG,MF,22,Barracas Central,Primera Division,12.8,538,522,16,13,0,5,3,3,0,0,0,0,434,0,7
Lucas Colitto,ARG,MF,28,Barracas Central,Primera Division,9.0,330,320,9,5,1,5,34,3,1,0,1,0,228,1,16
Alexis Dominguez,ARG,FW,26,Barracas Central,Primera Division,8.4,187,181,5,0,2,0,9,0,0,0,0,0,106,1,6
Ricardo Centurión,ARG,"FW,MF",30,Barracas Central,Primera Division,6.2,227,217,9,3,0,0,12,6,0,0,0,0,160,1,8
Fernando Prado,URU,DF,21,Barracas Central,Primera Division,4.6,176,161,15,4,0,6,2,11,0,0,0,0,124,0,4
Marcos Benítez,ARG,"MF,FW",21,Barracas Central,Primera Division,6.6,221,215,4,1,2,0,5,1,1,0,0,0,160,2,9
Agustín Dáttola,ARG,DF,23,Barracas Central,Primera Division,3.8,102,93,8,8,0,1,0,0,0,0,0,0,65,1,3
Maximiliano Rodríguez,ARG,"DF,MF",34,Barracas Central,Primera Division,5.4,236,186,50,2,1,1,5,48,0,0,0,0,169,0,12
Maximiliano Puig,ARG,MF,22,Barracas Central,Primera Division,3.5,123,121,1,1,1,0,5,0,0,0,0,0,91,1,7
Guido Villar,ARG,GK,24,Barracas Central,Primera Division,3.0,76,47,29,8,0,0,0,0,0,0,0,0,38,0,1
Alan Cantero,ARG,"FW,MF",24,Barracas Central,Primera Division,5.6,113,106,6,1,0,2,7,2,1,0,0,0,67,1,9
Nicolás Tolosa,ARG,"MF,DF",21,Barracas Central,Primera Division,1.8,80,69,11,0,0,0,7,11,0,0,0,0,57,0,7
Franco Frías,ARG,FW,20,Barracas Central,Primera Division,1.3,37,34,3,0,0,0,7,2,0,0,0,0,21,0,3
Lucas López,ARG,MF,25,Barracas Central,Primera Division,0.9,21,20,1,0,0,0,0,1,0,0,0,0,14,0,0
Julián Viollaz,ARG,"FW,MF",20,Barracas Central,Primera Division,0.5,12,12,0,0,0,0,2,0,0,0,0,0,5,0,2
Kevin Quejada,COL,"MF,DF",20,Barracas Central,Primera Division,0.4,18,18,0,0,0,0,1,0,0,0,0,0,10,0,0
Manuel Brondo,ARG,FW,20,Barracas Central,Primera Division,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Juárez,ARG,MF,18,Barracas Central,Primera Division,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno Mastronicola,ARG,DF,22,Barracas Central,Primera Division,0.0,10,10,0,0,0,0,2,0,0,0,0,0,6,0,0
Gonzalo Marinelli,ARG,GK,33,Tigre,Primera Division,25.0,858,655,203,69,0,3,2,0,0,0,0,0,596,0,0
Brian Luciatti,ARG,DF,29,Tigre,Primera Division,22.7,1051,977,72,22,1,10,6,3,0,0,0,0,877,2,13
Mateo Retegui,ITA,FW,23,Tigre,Primera Division,19.9,342,303,38,0,1,2,21,5,0,0,0,0,224,1,12
Facundo Colidio,ARG,"MF,FW",23,Tigre,Primera Division,18.5,598,570,25,3,12,2,25,12,1,0,0,0,412,3,33
Alexis Castro,ARG,"MF,FW",28,Tigre,Primera Division,16.6,768,701,63,19,5,4,95,1,42,8,32,0,550,4,19
Lucas Menossi,ARG,"MF,FW",30,Tigre,Primera Division,16.9,922,863,57,19,7,9,58,5,31,4,24,0,681,2,22
Blas Armoa,PAR,"FW,MF",22,Tigre,Primera Division,15.9,348,347,0,0,1,0,50,0,0,0,0,0,222,1,10
Sebastián Prieto,ARG,DF,29,Tigre,Primera Division,16.2,922,716,202,12,1,10,53,184,6,0,5,0,672,4,22
Lucas Blondel,ARG,DF,26,Tigre,Primera Division,13.9,711,566,145,8,1,8,44,135,2,0,2,0,506,0,29
Emanuel Aguilera,ARG,DF,33,Tigre,Primera Division,14.0,697,659,37,24,0,4,3,3,0,0,0,0,575,1,8
Aaron Nicolás Molinas,ARG,"MF,FW",22,Tigre,Primera Division,13.1,779,717,59,11,3,9,65,12,34,8,22,0,594,3,13
Sebastián Prediger,ARG,MF,36,Tigre,Primera Division,12.4,623,592,30,29,1,5,3,1,0,0,0,0,536,1,15
Agustín Cardozo,ARG,MF,25,Tigre,Primera Division,15.0,864,841,23,21,0,9,1,2,0,0,0,0,744,0,5
Víctor Cabrera,ARG,DF,29,Tigre,Primera Division,11.7,570,523,44,12,0,7,3,28,0,0,0,0,447,3,10
Cristian Zabala,ARG,MF,24,Tigre,Primera Division,11.7,674,646,26,20,2,8,19,1,5,0,3,0,546,2,5
Lautaro Montoya,ARG,DF,28,Tigre,Primera Division,8.5,474,386,85,3,0,0,39,80,2,0,2,0,339,3,17
Martín Ortega,ARG,"DF,MF",23,Tigre,Primera Division,8.3,433,341,92,8,0,0,38,84,0,0,0,0,326,0,16
Brian Alexis Leizza,ARG,DF,22,Tigre,Primera Division,8.8,412,398,13,9,0,5,1,2,0,0,0,0,328,1,5
Tomás Badaloni,ARG,FW,22,Tigre,Primera Division,7.5,138,129,7,0,0,0,2,0,0,0,0,0,89,2,4
Martin Garay,ARG,"DF,MF",23,Tigre,Primera Division,7.6,441,369,71,1,2,3,31,70,0,0,0,0,318,1,20
Gonzalo Flores,ARG,"FW,MF",20,Tigre,Primera Division,4.4,106,106,0,0,0,0,8,0,0,0,0,0,76,0,4
Santiago Rojas,PAR,GK,26,Tigre,Primera Division,2.0,44,23,21,5,0,0,0,0,0,0,0,0,24,0,0
Ezequiel Forclaz,ARG,"MF,FW",19,Tigre,Primera Division,2.0,99,95,4,0,0,0,10,3,1,1,0,0,68,0,2
Agustín Obando,ARG,"MF,FW",22,Tigre,Primera Division,2.4,90,81,9,2,0,0,19,1,6,1,5,0,46,0,3
Sebastián Medina,ARG,MF,22,Tigre,Primera Division,1.3,73,66,7,1,0,1,9,2,4,1,3,0,45,0,4
Mateo Caceres,ARG,FW,20,Tigre,Primera Division,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Ijiel Protti,ARG,MF,28,Tigre,Primera Division,0.0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1
Nicolás Castro,ARG,"MF,FW",32,Platense,Primera Division,22.1,774,671,95,33,0,3,91,5,41,8,31,0,492,8,26
Ramiro Macagno,ARG,GK,25,Platense,Primera Division,22.0,629,339,289,93,0,0,0,0,0,0,0,0,383,1,0
Sasha Marcich,ARG,"DF,MF",24,Platense,Primera Division,21.1,766,572,192,22,0,4,71,160,10,1,8,0,466,2,22
Vicente Taborda,ARG,"MF,FW",21,Platense,Primera Division,19.7,774,661,109,43,5,8,82,10,49,10,34,0,497,4,37
Nicolás Servetto,ARG,FW,26,Platense,Primera Division,18.1,328,311,17,0,1,3,4,1,0,0,0,0,219,0,13
Ronaldo Martínez,PAR,"FW,MF",26,Platense,Primera Division,16.4,397,391,4,0,1,0,23,2,0,0,0,0,235,2,20
Ignacio Vázquez,ARG,DF,25,Platense,Primera Division,17.9,739,697,41,34,1,6,4,7,0,0,0,0,505,1,7
Marco Pellegrino,ARG,DF,21,Platense,Primera Division,16.9,553,535,16,14,0,2,2,2,0,0,0,0,354,2,9
Nicolás Morgantini,ARG,DF,28,Platense,Primera Division,16.7,674,468,203,5,0,1,48,198,0,0,0,0,449,3,29
Iván Rossi,ARG,MF,29,Platense,Primera Division,14.6,570,541,28,23,0,3,2,4,0,0,0,0,447,1,7
Franco Díaz,ARG,MF,22,Platense,Primera Division,14.1,567,538,28,22,1,4,25,5,1,0,0,0,410,1,19
Juan Infante,ARG,DF,27,Platense,Primera Division,12.0,511,359,152,8,0,1,32,144,0,0,0,0,320,0,31
Franco Baldassarra,ARG,"MF,FW",24,Platense,Primera Division,11.5,288,271,13,6,0,1,9,3,4,2,1,0,181,4,7
Gastón Suso,ARG,DF,31,Platense,Primera Division,11.2,438,423,14,14,0,2,0,0,0,0,0,0,319,1,3
Mauro Quiroga,ARG,FW,33,Platense,Primera Division,9.3,214,205,9,0,0,0,2,0,0,0,0,0,135,0,3
Jerónimo Cacciabue,ARG,MF,25,Platense,Primera Division,8.8,276,265,10,4,0,2,5,1,2,0,1,0,200,1,7
Miguel Jacquet Duarte,PAR,DF,27,Platense,Primera Division,8.5,209,198,10,7,0,2,1,3,0,0,0,0,114,1,2
Ignacio Arce,ARG,GK,30,Platense,Primera Division,5.0,176,115,61,28,0,0,0,0,0,0,0,0,101,0,0
Raúl Lozano,ARG,DF,25,Platense,Primera Division,4.9,219,173,46,1,0,2,22,45,0,0,0,0,147,0,9
Gonzalo Asis,ARG,DF,26,Platense,Primera Division,4.8,198,131,67,4,0,1,17,63,0,0,0,0,116,0,5
Maximiliano Zalazar,ARG,"MF,FW",21,Platense,Primera Division,4.6,96,94,2,1,0,2,19,0,1,0,1,0,56,0,3
Ignacio Schor,ARG,"MF,FW",22,Platense,Primera Division,5.6,97,96,1,0,0,0,7,1,0,0,0,0,66,0,4
Gonzalo Valdivia,ARG,"MF,DF",21,Platense,Primera Division,2.5,51,41,10,0,0,0,6,10,0,0,0,0,33,0,2
Juan Pignani,ARG,"DF,FW",21,Platense,Primera Division,2.4,92,90,2,2,0,1,0,0,0,0,0,0,70,0,0
Agustín Alonso,ARG,"FW,MF",23,Platense,Primera Division,2.6,45,44,1,0,0,0,3,1,0,0,0,0,24,0,4
Alexis Sabella,ARG,MF,21,Platense,Primera Division,1.9,79,68,10,2,0,0,8,3,5,1,3,0,42,1,4
Nadir Zeineddin,ARG,FW,22,Platense,Primera Division,1.5,31,29,2,0,0,0,0,1,0,0,0,0,15,0,2
Alejo Monje,ARG,FW,21,Platense,Primera Division,0.1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Gastón Lodico,ARG,MF,24,Instituto,Primera Division,25.9,1547,1448,97,40,9,17,92,13,43,10,24,3,1219,2,29
Fernando Alarcón,ARG,DF,28,Instituto,Primera Division,26.0,975,898,73,66,0,15,1,4,0,0,0,0,682,4,11
Adrián Martínez,ARG,FW,30,Instituto,Primera Division,25.3,596,567,26,1,3,1,8,4,0,0,0,0,402,3,16
Sebastián Corda,ARG,DF,27,Instituto,Primera Division,22.4,1014,803,209,7,0,4,58,202,0,0,0,0,676,2,21
Gabriel Graciani,ARG,"MF,FW",29,Instituto,Primera Division,19.6,683,672,8,1,1,0,66,6,1,0,1,0,386,3,38
Santiago Rodriguez,ARG,"FW,MF",25,Instituto,Primera Division,19.2,649,548,100,20,4,3,102,5,55,26,17,0,422,1,36
Nicolás Linares,ARG,MF,26,Instituto,Primera Division,17.9,639,633,6,5,2,3,4,1,0,0,0,0,489,0,13
Leonel Mosevich,ARG,DF,25,Instituto,Primera Division,17.6,622,595,27,23,0,4,0,4,0,0,0,0,474,0,7
Jorge Carranza,ARG,GK,41,Instituto,Primera Division,16.9,470,295,175,56,0,0,0,0,0,0,0,0,299,0,1
Giuliano Cerato,ARG,DF,24,Instituto,Primera Division,17.0,967,745,220,2,0,4,65,218,0,0,0,0,608,2,38
Franco Watson,ARG,MF,23,Instituto,Primera Division,13.4,490,449,39,9,2,5,47,0,16,6,8,0,349,2,18
Roberto Bochi,ARG,MF,33,Instituto,Primera Division,12.5,603,599,3,2,1,2,4,1,0,0,0,0,464,1,8
Brian Cuello,ARG,"MF,FW",25,Instituto,Primera Division,13.0,441,412,28,7,1,2,59,10,11,4,6,0,285,1,26
Juan Franco Arrellaga,PAR,DF,30,Instituto,Primera Division,9.5,435,290,145,0,0,2,20,145,0,0,0,0,270,0,19
Manuel Roffo,ARG,GK,22,Instituto,Primera Division,10.1,324,208,112,27,0,2,0,0,0,0,0,0,186,4,0
Ezequiel Parnisari,ARG,DF,32,Instituto,Primera Division,8.3,217,206,11,10,0,1,1,1,0,0,0,0,152,0,6
Axel Rodríguez,ARG,FW,25,Instituto,Primera Division,5.0,100,92,8,1,0,0,8,1,0,0,0,0,56,0,10
Jonathan Bay,ARG,DF,29,Instituto,Primera Division,4.7,203,159,44,2,0,1,15,40,2,0,2,0,135,0,6
Joaquín Varela,URU,DF,24,Instituto,Primera Division,2.6,66,61,5,2,0,1,0,3,0,0,0,0,35,0,0
Nicólas Watson,ARG,MF,24,Instituto,Primera Division,1.3,61,56,3,2,1,0,2,0,1,1,0,0,46,2,1
Lucas Albertengo,ARG,"FW,MF",32,Instituto,Primera Division,2.4,83,83,0,0,0,1,2,0,0,0,0,0,60,0,3
Oscar Garrido,ARG,"MF,FW",25,Instituto,Primera Division,2.4,103,98,5,4,0,1,4,0,1,0,1,0,69,0,7
Nicolás Barrientos,ARG,"MF,FW",27,Instituto,Primera Division,1.2,78,66,12,4,1,0,11,2,6,1,5,0,57,0,2
Gregorio Rodríguez,ARG,"FW,MF",23,Instituto,Primera Division,1.1,45,45,0,0,0,0,11,0,0,0,0,0,28,0,3
Leonardo Monje,ARG,MF,20,Instituto,Primera Division,0.4,19,19,0,0,0,0,0,0,0,0,0,0,15,0,0
Jonathan Dellarossa,ARG,FW,23,Instituto,Primera Division,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Damián Puebla,ARG,FW,20,Instituto,Primera Division,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1
Juan Manuel Insaurralde,ARG,DF,38,Sarmiento,Primera Division,23.8,605,536,68,65,0,9,1,3,0,0,0,0,433,1,7
Emiliano Méndez,ARG,MF,33,Sarmiento,Primera Division,21.1,646,634,12,9,0,5,2,2,1,0,0,0,424,0,20
Gonzalo Bettini,ARG,"DF,MF",30,Sarmiento,Primera Division,20.7,857,637,218,16,1,4,104,193,9,1,8,0,512,2,24
Sebastián Meza,ARG,GK,22,Sarmiento,Primera Division,21.0,491,205,283,48,0,0,0,0,0,0,0,0,252,3,0
Luciano Gondou,ARG,"FW,MF",21,Sarmiento,Primera Division,18.4,390,367,19,1,0,2,19,0,0,0,0,0,250,4,16
Manuel García,ARG,"DF,MF",23,Sarmiento,Primera Division,18.3,534,508,25,15,1,12,7,10,0,0,0,0,371,1,12
Fernando Martínez,PAR,MF,28,Sarmiento,Primera Division,16.3,475,469,1,1,0,4,3,0,0,0,0,0,312,5,15
Javier Toledo,ARG,FW,36,Sarmiento,Primera Division,17.7,385,369,12,0,0,0,9,3,0,0,0,0,163,4,10
Gabriel Díaz,ARG,"DF,MF",22,Sarmiento,Primera Division,16.2,619,446,169,16,0,3,70,145,8,0,7,0,353,4,21
Lisandro López,ARG,"FW,MF",39,Sarmiento,Primera Division,13.9,378,343,34,12,3,13,26,5,9,2,3,0,266,1,11
Franco Sbuttoni,ARG,DF,33,Sarmiento,Primera Division,13.8,352,319,26,22,0,1,0,4,0,0,0,0,223,7,6
Alejandro Donatti,ARG,DF,36,Sarmiento,Primera Division,12.0,203,191,9,9,0,0,0,0,0,0,0,0,132,3,1
Jean Pierre Rosso,URU,"DF,MF",25,Sarmiento,Primera Division,11.2,439,326,107,5,1,1,33,96,6,0,6,0,261,6,17
Sergio Quiroga,ARG,MF,28,Sarmiento,Primera Division,12.6,378,300,71,22,1,5,72,4,45,15,28,1,204,7,12
Lucas Melano,ARG,"FW,MF",29,Sarmiento,Primera Division,12.1,289,260,28,0,2,2,42,9,6,1,4,0,182,1,20
Manuel Mónaco,ARG,"MF,FW",22,Sarmiento,Primera Division,11.3,317,282,32,8,0,2,43,2,21,4,15,0,180,3,12
Juan Hernández,URU,DF,25,Sarmiento,Primera Division,9.1,217,208,7,6,0,1,2,1,0,0,0,0,116,2,2
Franco Quinteros,ARG,"DF,MF",24,Sarmiento,Primera Division,6.2,235,146,88,6,0,1,30,75,7,2,5,0,124,1,8
José Devecchi,ARG,GK,27,Sarmiento,Primera Division,6.0,150,94,56,4,0,0,0,0,0,0,0,0,89,0,0
Juan Cruz Kaprof,ARG,"FW,MF",27,Sarmiento,Primera Division,3.7,109,106,3,0,0,1,4,1,0,0,0,0,82,0,3
David Gallardo,ARG,"MF,DF",25,Sarmiento,Primera Division,2.3,39,37,1,0,0,0,5,1,0,0,0,0,22,1,5
Guido Mainero,ARG,"MF,FW",27,Sarmiento,Primera Division,2.2,100,76,24,7,0,1,22,14,3,0,3,0,60,0,10
Harrinson Mancilla,COL,MF,31,Sarmiento,Primera Division,2.1,58,58,0,0,0,0,0,0,0,0,0,0,41,0,1
José Mauri,ITA,MF,26,Sarmiento,Primera Division,1.1,23,23,0,0,0,0,0,0,0,0,0,0,19,0,0
Yair Ezequiel Arismendi,ARG,"DF,MF",24,Sarmiento,Primera Division,1.3,32,27,5,1,0,0,7,4,0,0,0,0,13,0,3
Ayrton Cougo,URU,"MF,DF",26,Sarmiento,Primera Division,0.8,34,28,6,0,0,0,0,6,0,0,0,0,19,0,2
Lautaro Cerato,ARG,FW,22,Sarmiento,Primera Division,0.4,12,12,0,0,0,1,2,0,0,0,0,0,6,0,1
Joaquín Gho,ARG,MF,19,Sarmiento,Primera Division,0.3,18,14,4,0,0,0,3,3,1,0,1,0,11,0,0
Nicolás Femia,ARG,"MF,FW",26,Sarmiento,Primera Division,0.2,15,13,2,0,0,0,2,0,2,0,2,0,13,0,0
Santiago Morales,ARG,MF,22,Sarmiento,Primera Division,0.1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo Gerzel,ARG,MF,23,Sarmiento,Primera Division,0.1,5,4,1,0,0,0,1,0,1,0,1,0,5,0,0
Yamil Garnier,ARG,MF,40,Sarmiento,Primera Division,0.0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Claudio Corvalán,ARG,DF,33,Unión,Primera Division,24.7,1125,1025,98,31,0,4,12,66,0,0,0,0,842,2,29
Federico Vera,ARG,DF,24,Unión,Primera Division,21.0,822,627,192,5,1,4,64,186,1,0,1,0,508,3,55
Franco Calderón,ARG,DF,24,Unión,Primera Division,21.9,736,695,40,34,0,6,1,6,0,0,0,0,583,1,11
Imanol Machuca,ARG,"FW,MF",23,Unión,Primera Division,20.7,545,469,69,20,5,1,80,3,36,6,14,0,372,7,29
Mauro Luna Diale,ARG,"MF,FW",23,Unión,Primera Division,20.3,580,565,14,4,3,5,21,4,0,0,0,0,417,1,27
Yeison Gordillo,COL,MF,30,Unión,Primera Division,19.9,748,716,31,28,0,0,3,3,0,0,0,0,616,1,22
Kevin Zenon,ARG,"DF,MF",21,Unión,Primera Division,16.7,747,550,192,31,4,4,123,112,49,12,26,0,471,5,36
Enzo Martín Roldán,ARG,MF,22,Unión,Primera Division,16.5,701,655,43,20,0,7,44,2,21,7,13,0,502,3,24
Santiago Mele,URU,GK,25,Unión,Primera Division,16.0,400,210,190,46,0,1,0,0,0,0,0,0,264,0,0
Jerónimo Domina,ARG,FW,17,Unión,Primera Division,12.8,249,238,10,0,2,1,17,0,0,0,0,0,159,1,18
Oscar Piris,ARG,DF,33,Unión,Primera Division,12.0,487,461,26,18,1,4,2,8,0,0,0,0,358,0,6
Luciano Aued,ARG,MF,35,Unión,Primera Division,11.3,487,441,45,39,0,6,11,6,0,0,0,0,361,1,9
Lucas Esquivel,ARG,DF,21,Unión,Primera Division,11.5,624,453,169,25,0,4,55,136,8,5,3,0,407,2,21
Sebastián Moyano,ARG,GK,32,Unión,Primera Division,11.0,287,174,113,28,0,1,0,0,0,0,0,0,186,0,0
Nicolás Paz,ARG,DF,20,Unión,Primera Division,9.9,421,343,77,23,0,7,2,53,0,0,0,0,295,1,6
Daniel Juárez,ARG,"MF,FW",21,Unión,Primera Division,7.2,184,177,7,1,1,0,9,2,2,1,0,0,115,0,7
Ezequiel Cañete,ARG,"FW,MF",23,Unión,Primera Division,6.6,291,272,18,6,0,7,11,6,5,1,3,0,212,1,6
Junior Marabel,PAR,FW,24,Unión,Primera Division,6.5,162,147,15,1,0,1,6,0,0,0,0,0,93,0,12
Thiago Vecino,URU,FW,23,Unión,Primera Division,4.9,93,82,10,0,1,2,3,2,0,0,0,0,54,1,5
Francisco Gerometta,ARG,"DF,MF",23,Unión,Primera Division,5.7,280,218,61,5,0,0,31,56,0,0,0,0,175,1,9
Joaquín Mosqueira,ARG,MF,18,Unión,Primera Division,4.4,174,167,7,7,0,6,3,0,0,0,0,0,126,0,6
Mateo Del Blanco,ARG,"DF,MF",19,Unión,Primera Division,3.7,161,133,28,2,0,0,29,19,7,2,5,0,108,0,6
Tomás González,ARG,"MF,FW",19,Unión,Primera Division,2.8,81,77,4,0,0,1,13,1,3,0,3,0,38,0,7
Juan Ludueña,ARG,DF,19,Unión,Primera Division,2.7,67,62,5,4,0,1,1,1,0,0,0,0,39,0,1
Mariano Meynier,ARG,FW,19,Unión,Primera Division,0.9,15,15,0,0,0,0,0,0,0,0,0,0,10,0,0
Gastón Comas,ARG,MF,24,Unión,Primera Division,0.7,38,38,0,0,0,1,0,0,0,0,0,0,33,0,1
Bryan Castrillón,COL,"FW,MF",23,Unión,Primera Division,2.6,82,75,7,1,0,0,14,1,5,1,4,0,58,0,2
Lisandro Morales,ARG,DF,19,Unión,Primera Division,0.3,9,8,1,0,0,0,1,1,0,0,0,0,5,0,0
Valentino Venetucci,ARG,MF,21,Unión,Primera Division,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Facundo Cambeses,ARG,GK,25,Banfield,Primera Division,27.0,602,323,279,73,0,0,0,0,0,0,0,0,387,0,0
Juan Bisanz,ARG,"MF,FW",21,Banfield,Primera Division,22.5,500,459,39,14,3,3,77,6,12,6,2,0,315,2,22
Brahian Alemán,URU,MF,33,Banfield,Primera Division,20.7,914,709,196,91,5,11,205,12,92,50,38,0,523,9,26
Alejandro Cabrera,ARG,MF,30,Banfield,Primera Division,19.9,930,891,33,30,1,5,9,2,1,0,0,0,701,6,16
Alejandro Maciel,ARG,DF,25,Banfield,Primera Division,20.6,729,685,42,42,0,8,5,0,0,0,0,0,473,2,10
Emanuel Coronel,ARG,DF,25,Banfield,Primera Division,19.7,911,675,231,8,2,7,62,222,1,0,1,0,554,5,44
Eric Remedi,ARG,MF,27,Banfield,Primera Division,19.5,689,643,41,36,0,6,9,4,1,1,0,0,535,5,21
Emanuel Insúa,ARG,DF,31,Banfield,Primera Division,18.8,810,578,231,13,0,3,48,217,1,0,1,0,536,1,27
Milton Giménez,ARG,FW,26,Banfield,Primera Division,17.2,304,272,31,3,3,4,14,3,0,0,0,0,181,1,11
